review_priority_rank,exercise_id,review_status,score,candidate_image_count,candidate_flags
1,Double_Leg_Butt_Kick,pending,308.424072,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
2,Double_Kettlebell_Jerk,pending,302.966309,3,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
3,Kipping_Muscle_Up,pending,290.0,7,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
4,Triceps_Overhead_Extension_with_Rope,pending,288.049316,4,"['large_opaque_pale_region', 'possible_edge_clipping', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
5,Bench_Dips,pending,287.91748,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
6,Double_Kettlebell_Push_Press,pending,283.979492,3,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
7,Dumbbell_Clean,pending,283.161621,6,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
8,Monster_Walk,pending,280.727539,7,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
9,Squat_with_Bands,pending,269.644775,6,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
10,One_Half_Locust,pending,268.526611,4,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
11,Tate_Press,pending,266.640625,7,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
12,Drop_Push,pending,264.650879,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
13,Double_Kettlebell_Snatch,pending,264.443359,7,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
14,Cocoons,pending,264.150391,7,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
15,Kettlebell_Turkish_Get-Up_Lunge_style,pending,263.967285,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
16,Kettlebell_Turkish_Get-Up_Squat_style,pending,263.869629,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
17,Keg_Load,pending,262.929688,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
18,Bradford_Rocky_Presses,pending,257.697754,8,"['large_opaque_pale_region', 'possible_edge_clipping', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
19,Standing_Hamstring_and_Calf_Stretch,pending,256.706543,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
20,Split_Jump,pending,253.513184,5,"['large_opaque_pale_region', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
21,Bottoms_Up,pending,252.561035,3,"['large_opaque_pale_region', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
22,Push-Ups_With_Feet_Elevated,pending,252.536621,3,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
23,Barbell_Ab_Rollout,pending,251.456299,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
24,Side_to_Side_Box_Shuffle,pending,249.375,4,"['large_opaque_pale_region', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
25,Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench,pending,247.860107,6,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_edge_clipping', 'suspected_baked_checkerboard']"
26,Dumbbell_Bench_Press,pending,247.202148,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
27,Downward_Facing_Balance,pending,246.324463,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
28,Shoulder_Press_-_With_Bands,pending,244.541016,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
29,Bent-Arm_Barbell_Pullover,pending,244.345703,3,"['large_opaque_pale_region', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
30,Backward_Medicine_Ball_Throw,pending,243.546143,2,"['large_opaque_pale_region', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
31,Clean,pending,243.118896,5,"['large_opaque_pale_region', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
32,Kneeling_Single-Arm_High_Pulley_Row,pending,242.897949,7,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
33,Trail_Running_Walking,pending,240.947266,3,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
34,Weighted_Bench_Dip,pending,236.474609,8,"['large_opaque_pale_region', 'possible_edge_clipping', 'possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
35,Barbell_Glute_Bridge,pending,231.829834,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_position_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
36,Bosu_Ball_Cable_Crunch_With_Side_Bends,pending,230.0,8,"['large_opaque_pale_region', 'possible_scale_variation', 'suspected_baked_checkerboard']"
37,Lying_Hamstring,pending,229.321289,7,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
38,Chest_Stretch_on_Stability_Ball,pending,228.892822,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
39,Isometric_Chest_Squeezes,pending,228.666992,2,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_scale_variation', 'suspected_baked_checkerboard']"
40,Kettlebell_Windmill,pending,228.14209,3,"['large_opaque_pale_region', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
41,Hug_Knees_To_Chest,pending,227.672119,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
42,Standing_Alternating_Dumbbell_Press,pending,226.90918,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
43,Goblet_Squat,pending,225.712891,1,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
44,Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl,pending,224.754639,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
45,Cable_One_Arm_Tricep_Extension,pending,224.473877,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
46,Barbell_Squat_To_A_Bench,pending,223.564453,4,"['large_opaque_pale_region', 'possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
47,Dumbbell_Bench_Press_with_Neutral_Grip,pending,223.173828,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
48,Side_Bridge,pending,223.063965,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
49,Power_Snatch_from_Blocks,pending,222.954102,4,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
50,Dumbbell_Prone_Incline_Curl,pending,222.850342,4,"['large_opaque_pale_region', 'possible_edge_clipping', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
51,Lunge_Pass_Through,pending,220.750732,7,"['near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
52,Windmills,pending,219.726562,6,"['large_opaque_pale_region', 'possible_position_variation', 'suspected_baked_checkerboard']"
53,Calf_Raises_-_With_Bands,pending,218.591309,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
54,Stride_Jump_Crossover,pending,215.856934,4,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
55,Triceps_Pushdown_-_Rope_Attachment,pending,212.37793,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
56,Knee_Hip_Raise_On_Parallel_Bars,pending,210.101318,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
57,Reverse_Machine_Flyes,pending,210.0,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
58,Pallof_Press,pending,209.625244,7,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_edge_clipping', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
59,Seated_Good_Mornings,pending,207.630615,1,"['large_opaque_pale_region', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
60,Barbell_Hack_Squat,pending,207.093506,2,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
61,Dumbbell_Alternate_Bicep_Curl,pending,206.951904,7,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
62,Hyperextensions_Back_Extensions,pending,206.213379,2,"['large_opaque_pale_region', 'possible_position_variation', 'suspected_baked_checkerboard']"
63,Seated_Floor_Hamstring_Stretch,pending,205.584717,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
64,Lying_Close-Grip_Bar_Curl_On_High_Pulley,pending,205.24292,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
65,Cable_Wrist_Curl,pending,205.169678,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
66,Incline_Dumbbell_Press,pending,204.193115,4,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
67,Band_Skull_Crusher,pending,204.13208,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
68,Chain_Handle_Extension,pending,204.058838,8,"['large_opaque_pale_region', 'possible_scale_variation', 'suspected_baked_checkerboard']"
69,Hip_Circles_prone,pending,203.997803,8,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
70,Smith_Machine_Calf_Raise,pending,203.704834,7,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
71,Seated_Calf_Raise,pending,203.4729,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
72,Behind_Head_Chest_Stretch,pending,203.417969,7,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
73,Seated_Palm-Up_Barbell_Wrist_Curl,pending,203.00293,7,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
74,Side_Jackknife,pending,202.929688,4,"['large_opaque_pale_region', 'possible_position_variation', 'suspected_baked_checkerboard']"
75,Smith_Machine_Reverse_Calf_Raises,pending,202.247314,8,"['large_opaque_pale_region', 'possible_scale_variation', 'suspected_baked_checkerboard']"
76,Supine_Two-Arm_Overhead_Throw,pending,202.191162,6,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
77,Chest_Push_from_3_point_stance,pending,201.049805,7,"['near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
78,Suspended_Split_Squat,pending,200.927734,8,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
79,Linear_Acceleration_Wall_Drill,pending,198.737793,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
80,Flat_Bench_Cable_Flyes,pending,198.436279,8,"['large_opaque_pale_region', 'possible_edge_clipping', 'suspected_baked_checkerboard']"
81,Smith_Machine_Squat,pending,196.177979,6,"['possible_edge_clipping', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
82,Standing_Towel_Triceps_Extension,pending,195.872803,4,"['near_duplicate_frames', 'possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
83,Face_Pull,pending,195.836182,7,"['possible_edge_clipping', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
84,Lying_Cable_Curl,pending,194.624023,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
85,Seated_Dumbbell_Curl,pending,190.577393,6,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
86,Dumbbell_Incline_Row,pending,190.150146,2,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
87,Smith_Machine_Leg_Press,pending,189.436035,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
88,Prone_Manual_Hamstring,pending,188.416748,6,"['large_opaque_pale_region', 'possible_scale_variation', 'suspected_baked_checkerboard']"
89,One-Arm_Kettlebell_Clean,pending,188.233643,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
90,Side_Lateral_Raise,pending,188.148193,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
91,Barbell_Bench_Press_-_Medium_Grip,pending,186.768799,7,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
92,Wide-Grip_Standing_Barbell_Curl,pending,186.707764,7,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
93,Barbell_Hip_Thrust,pending,186.5979,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
94,Seated_Triceps_Press,pending,186.384277,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
95,Hamstring-SMR,pending,186.14624,7,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
96,Open_Palm_Kettlebell_Clean,pending,186.104736,2,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
97,Decline_Push-Up,pending,185.999756,8,"['large_opaque_pale_region', 'possible_position_variation', 'suspected_baked_checkerboard']"
98,Seated_Calf_Stretch,pending,185.908203,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
99,Wide-Grip_Lat_Pulldown,pending,185.792236,7,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
100,Barbell_Ab_Rollout_-_On_Knees,pending,185.743408,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
101,Kettlebell_Seated_Press,pending,185.401611,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
102,Shoulder_Circles,pending,185.395508,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
103,Drag_Curl,pending,184.89502,7,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
104,Middle_Back_Shrug,pending,184.89502,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
105,External_Rotation_with_Cable,pending,184.833984,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'possible_edge_clipping', 'suspected_baked_checkerboard']"
106,Rowing_Stationary,pending,184.620361,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
107,Platform_Hamstring_Slides,pending,184.595947,4,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
108,Dumbbell_Flyes,pending,184.492188,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
109,Leverage_Deadlift,pending,184.309082,8,"['large_opaque_pale_region', 'possible_scale_variation', 'suspected_baked_checkerboard']"
110,Lying_Cambered_Barbell_Row,pending,184.241943,6,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
111,Lying_Bent_Leg_Groin,pending,184.205322,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
112,Wide-Grip_Decline_Barbell_Bench_Press,pending,184.150391,4,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
113,Barbell_Guillotine_Bench_Press,pending,183.839111,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
114,Sumo_Deadlift_with_Chains,pending,183.479004,1,"['large_opaque_pale_region', 'possible_position_variation', 'suspected_baked_checkerboard']"
115,Medicine_Ball_Scoop_Throw,pending,183.430176,3,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
116,Incline_Push-Up,pending,183.375244,6,"['large_opaque_pale_region', 'possible_position_variation', 'suspected_baked_checkerboard']"
117,Preacher_Hammer_Dumbbell_Curl,pending,183.369141,6,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
118,Seated_Barbell_Military_Press,pending,183.338623,6,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
119,Russian_Twist,pending,183.308105,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
120,Dumbbell_Incline_Shoulder_Raise,pending,183.302002,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
121,Cable_Incline_Pushdown,pending,183.253174,6,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
122,Chain_Press,pending,183.204346,3,"['large_opaque_pale_region', 'possible_scale_variation', 'suspected_baked_checkerboard']"
123,Box_Skip,pending,183.051758,2,"['large_opaque_pale_region', 'possible_scale_variation', 'suspected_baked_checkerboard']"
124,Seated_One-arm_Cable_Pulley_Rows,pending,182.954102,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
125,Barbell_Curls_Lying_Against_An_Incline,pending,182.728271,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
126,Incline_Hammer_Curls,pending,182.697754,8,"['large_opaque_pale_region', 'near_duplicate_frames', 'suspected_baked_checkerboard']"
127,Clean_Pull,pending,181.733398,6,"['possible_edge_clipping', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
128,Hang_Snatch,pending,181.452637,4,"['possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
129,Forward_Drag_with_Press,pending,181.348877,7,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
130,Barbell_Full_Squat,pending,181.275635,8,"['possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
131,Knee_Tuck_Jump,pending,181.239014,4,"['possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
132,Dancers_Stretch,pending,181.000977,2,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
133,Otis-Up,pending,180.891113,2,"['possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
134,Snatch_from_Blocks,pending,180.866699,1,"['possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
135,Wide-Grip_Decline_Barbell_Pullover,pending,180.848389,1,"['possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
136,Sandbag_Load,pending,180.750732,4,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
137,Catch_and_Overhead_Throw,pending,176.916504,8,"['possible_edge_clipping', 'possible_scale_variation', 'suspected_baked_checkerboard']"
138,London_Bridges,pending,176.45874,8,"['possible_edge_clipping', 'possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
139,Machine_Bench_Press,pending,173.922119,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
140,Cable_Reverse_Wrist_Curl_Palms_Down,pending,169.265137,7,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
141,Full_Range-Of-Motion_Lat_Pulldown,pending,168.496094,4,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
142,Leverage_Iso_Row,pending,168.062744,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
143,Seated_Close-Grip_Concentration_Barbell_Curl,pending,167.733154,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
144,Dumbbell_Floor_Press,pending,167.409668,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
145,Pull_Through,pending,166.99585,7,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
146,Bent_Over_Low-Pulley_Side_Lateral,pending,166.713867,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
147,Frog_Sit-Ups,pending,166.409912,6,"['possible_position_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
148,Wide_Stance_Stiff_Legs,pending,166.330566,5,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
149,One_Arm_Dumbbell_Preacher_Curl,pending,166.072998,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
150,Leverage_Incline_Chest_Press,pending,165.999756,4,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
151,Reverse_Hyperextension,pending,165.700684,2,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
152,Bent_Over_One-Arm_Long_Bar_Row,pending,165.627441,7,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
153,Cable_Rear_Delt_Fly,pending,165.249023,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
154,Standing_Low-Pulley_Deltoid_Raise,pending,165.183105,7,"['near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
155,Shoulder_Stretch,pending,165.047607,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
156,Dumbbell_Bicep_Curl,pending,164.699707,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
157,Zottman_Preacher_Curl,pending,163.771973,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
158,Straight_Bar_Bench_Mid_Rows,pending,163.546143,2,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
159,Cat_Stretch,pending,163.430176,4,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
160,Chin-Up,pending,163.424072,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
161,Machine_Shoulder_Military_Press,pending,163.356934,3,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
162,Rack_Pull_with_Bands,pending,163.253174,4,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
163,Kneeling_Cable_Triceps_Extension,pending,162.966309,6,"['large_opaque_pale_region', 'possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
164,Spider_Curl,pending,162.832031,6,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
165,Ankle_On_The_Knee,pending,162.789307,4,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
166,Smith_Machine_Incline_Bench_Press,pending,162.728271,4,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
167,Jogging_Treadmill,pending,162.661133,5,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
168,Elevated_Back_Lunge,pending,162.606201,4,"['large_opaque_pale_region', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
169,Anti-Gravity_Press,pending,162.56958,8,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
170,Standing_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,pending,162.520752,1,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
171,Calf_Stretch_Hands_Against_Wall,pending,162.502441,1,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
172,Weighted_Crunches,pending,162.062988,2,"['possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
173,Snatch_Deadlift,pending,161.794434,2,"['possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
174,Plate_Twist,pending,161.745605,5,"['possible_position_variation', 'possible_scale_variation', 'suspected_baked_checkerboard']"
175,Deadlift_with_Bands,pending,161.373291,6,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
176,Muscle_Up,pending,161.348877,3,"['possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
177,Standing_Calf_Raises,pending,161.202393,6,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
178,Wrist_Rotations_with_Straight_Bar,pending,161.12915,5,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
179,Weighted_Squat,pending,161.068115,3,"['possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
180,Heaving_Snatch_Balance,pending,160.939941,6,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
